id,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month,predicted_default_payment_next_month
27502.0,80000.0,1,6,1,54.0,0.0,0.0,0.0,0.0,0,0,61454.0,61808.0,62290.0,29296.0,26210.0,17643.0,2545.0,2208.0,1336.0,2232.0,542.0,348.0,1,"[{'tables': {'score': 0.8667634129524231, 'value': '0'}}
 {'tables': {'score': 0.13323648273944855, 'value': '1'}}]"
26879.0,200000.0,1,4,1,49.0,0.0,0.0,0.0,0.0,0,0,49221.0,49599.0,50942.0,50146.0,50235.0,48984.0,1689.0,2164.0,2500.0,3480.0,2500.0,3000.0,0,"[{'tables': {'score': 0.9351968765258789, 'value': '0'}}
 {'tables': {'score': 0.06480303406715393, 'value': '1'}}]"
18340.0,20000.0,2,6,2,22.0,0.0,0.0,0.0,0.0,0,0,19568.0,19420.0,15535.0,1434.0,500.0,0.0,4641.0,1019.0,900.0,0.0,1500.0,0.0,1,"[{'tables': {'score': 0.8572560548782349, 'value': '0'}}
 {'tables': {'score': 0.14274384081363678, 'value': '1'}}]"
13692.0,260000.0,2,4,2,33.0,0.0,0.0,0.0,0.0,0,0,18457.0,22815.0,27086.0,27821.0,30767.0,29890.0,5000.0,5000.0,1137.0,5000.0,1085.0,5000.0,0,"[{'tables': {'score': 0.9690881371498108, 'value': '0'}}
 {'tables': {'score': 0.030911821871995926, 'value': '1'}}]"
20405.0,150000.0,1,4,2,32.0,0.0,0.0,0.0,-1.0,0,0,159919.0,68686.0,161192.0,150464.0,143375.0,146411.0,4019.0,146896.0,157436.0,4600.0,4709.0,5600.0,0,"[{'tables': {'score': 0.9349926710128784, 'value': '0'}}
 {'tables': {'score': 0.06500732153654099, 'value': '1'}}]"
3882.0,300000.0,2,4,2,32.0,0.0,0.0,0.0,0.0,0,-1,54053.0,65235.0,64747.0,65150.0,-450.0,700.0,15235.0,1491.0,1303.0,0.0,2000.0,1400.0,0,"[{'tables': {'score': 0.9530552625656128, 'value': '0'}}
 {'tables': {'score': 0.04694472625851631, 'value': '1'}}]"
7227.0,130000.0,1,1,1,45.0,0.0,0.0,0.0,0.0,0,0,58180.0,59134.0,61156.0,62377.0,63832.0,65099.0,2886.0,2908.0,2129.0,2354.0,2366.0,2291.0,0,"[{'tables': {'score': 0.9030028581619263, 'value': '0'}}
 {'tables': {'score': 0.09699710458517075, 'value': '1'}}]"
1379.0,200000.0,1,1,1,58.0,0.0,0.0,0.0,0.0,0,0,192461.0,195970.0,122214.0,124647.0,126921.0,129167.0,7822.0,4417.0,4446.0,4597.0,4677.0,4698.0,0,"[{'tables': {'score': 0.8636506199836731, 'value': '0'}}
 {'tables': {'score': 0.1363493651151657, 'value': '1'}}]"
29477.0,500000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,133598.0,167378.0,171106.0,174500.0,137406.0,204975.0,54209.0,4607.0,4603.0,5224.0,207440.0,7509.0,0,"[{'tables': {'score': 0.9399265050888062, 'value': '0'}}
 {'tables': {'score': 0.060073502361774445, 'value': '1'}}]"
10643.0,230000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,160879.0,161797.0,165107.0,105508.0,108101.0,110094.0,7000.0,6607.0,3773.0,4290.0,4164.0,2000.0,0,"[{'tables': {'score': 0.8917242884635925, 'value': '0'}}
 {'tables': {'score': 0.1082756370306015, 'value': '1'}}]"
24994.0,460000.0,1,1,1,49.0,0.0,0.0,0.0,0.0,0,0,293429.0,295998.0,295807.0,291616.0,289529.0,289449.0,13200.0,14000.0,11500.0,10500.0,10500.0,10000.0,0,"[{'tables': {'score': 0.879228949546814, 'value': '0'}}
 {'tables': {'score': 0.12077102065086365, 'value': '1'}}]"
24321.0,780000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,171459.0,178587.0,190663.0,195124.0,184872.0,191090.0,10000.0,15004.0,10000.0,8000.0,10028.0,7003.0,0,"[{'tables': {'score': 0.9651305675506592, 'value': '0'}}
 {'tables': {'score': 0.034869350492954254, 'value': '1'}}]"
24381.0,170000.0,1,1,1,34.0,0.0,0.0,0.0,0.0,0,0,53145.0,52131.0,45987.0,35377.0,29141.0,21955.0,2005.0,2000.0,1514.0,1006.0,1000.0,220.0,0,"[{'tables': {'score': 0.9224731922149658, 'value': '0'}}
 {'tables': {'score': 0.07752679288387299, 'value': '1'}}]"
29842.0,320000.0,1,1,1,47.0,0.0,0.0,0.0,0.0,0,0,162701.0,132087.0,120285.0,124565.0,89699.0,62805.0,20000.0,15000.0,10000.0,22500.0,20000.0,20000.0,0,"[{'tables': {'score': 0.954072117805481, 'value': '0'}}
 {'tables': {'score': 0.04592783376574516, 'value': '1'}}]"
1255.0,290000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,194301.0,199451.0,198684.0,87700.0,88621.0,53243.0,10744.0,6000.0,1573.0,1629.0,3129.0,105423.0,0,"[{'tables': {'score': 0.8671240210533142, 'value': '0'}}
 {'tables': {'score': 0.13287602365016937, 'value': '1'}}]"
20986.0,500000.0,1,1,1,30.0,0.0,0.0,0.0,0.0,0,0,74797.0,75753.0,78031.0,78946.0,76689.0,77968.0,2800.0,3500.0,2818.0,2743.0,3000.0,10000.0,0,"[{'tables': {'score': 0.9718478322029114, 'value': '0'}}
 {'tables': {'score': 0.028152231127023697, 'value': '1'}}]"
24975.0,240000.0,1,1,1,35.0,0.0,0.0,0.0,0.0,0,0,188964.0,183744.0,168683.0,155064.0,148969.0,148619.0,8000.0,6017.0,6900.0,5250.0,5400.0,6200.0,0,"[{'tables': {'score': 0.8954250812530518, 'value': '0'}}
 {'tables': {'score': 0.10457491874694824, 'value': '1'}}]"
4684.0,340000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,321046.0,329563.0,335012.0,197797.0,201935.0,140812.0,13690.0,12693.0,6100.0,6300.0,5100.0,5400.0,0,"[{'tables': {'score': 0.8401771187782288, 'value': '0'}}
 {'tables': {'score': 0.15982283651828766, 'value': '1'}}]"
9848.0,360000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,14591.0,14828.0,14250.0,13780.0,15077.0,14009.0,3005.0,3024.0,4004.0,4008.0,3008.0,2024.0,1,"[{'tables': {'score': 0.9552315473556519, 'value': '0'}}
 {'tables': {'score': 0.04476844519376755, 'value': '1'}}]"
12219.0,380000.0,1,1,1,55.0,0.0,0.0,0.0,0.0,0,0,126880.0,130324.0,152869.0,137442.0,82800.0,42083.0,7000.0,25390.0,10000.0,20000.0,1659.0,1600.0,0,"[{'tables': {'score': 0.9501493573188782, 'value': '0'}}
 {'tables': {'score': 0.04985061660408974, 'value': '1'}}]"
7808.0,180000.0,1,1,1,42.0,0.0,0.0,0.0,0.0,0,0,124064.0,121847.0,82809.0,81755.0,81316.0,81206.0,5087.0,2891.0,3755.0,2941.0,3206.0,2837.0,0,"[{'tables': {'score': 0.9050410389900208, 'value': '0'}}
 {'tables': {'score': 0.09495899081230164, 'value': '1'}}]"
8165.0,290000.0,1,1,1,56.0,0.0,0.0,0.0,0.0,0,0,222000.0,226917.0,415700.0,232732.0,220460.0,224780.0,10013.0,8501.0,15018.0,10001.0,7997.0,7624.0,0,"[{'tables': {'score': 0.8326751589775085, 'value': '0'}}
 {'tables': {'score': 0.16732481122016907, 'value': '1'}}]"
4825.0,200000.0,1,1,1,31.0,0.0,0.0,0.0,0.0,0,0,160292.0,119080.0,113723.0,109447.0,75423.0,22919.0,6036.0,4002.0,4005.0,3002.0,1002.0,1002.0,0,"[{'tables': {'score': 0.904885470867157, 'value': '0'}}
 {'tables': {'score': 0.09511454403400421, 'value': '1'}}]"
11687.0,240000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,232943.0,236437.0,133385.0,136654.0,136639.0,123951.0,9700.0,5000.0,5500.0,5500.0,5000.0,5000.0,0,"[{'tables': {'score': 0.867680549621582, 'value': '0'}}
 {'tables': {'score': 0.1323194056749344, 'value': '1'}}]"
1939.0,290000.0,1,1,1,40.0,0.0,0.0,0.0,0.0,0,0,98441.0,95169.0,93718.0,89712.0,82809.0,76334.0,4000.0,4250.0,5000.0,3241.0,3500.0,7000.0,0,"[{'tables': {'score': 0.9520000219345093, 'value': '0'}}
 {'tables': {'score': 0.04800000041723251, 'value': '1'}}]"
25092.0,300000.0,1,1,1,55.0,0.0,0.0,0.0,0.0,0,0,127480.0,130168.0,134080.0,126996.0,127820.0,130325.0,4810.0,6164.0,6069.0,4425.0,4412.0,4123.0,0,"[{'tables': {'score': 0.9258289933204651, 'value': '0'}}
 {'tables': {'score': 0.07417100667953491, 'value': '1'}}]"
12020.0,180000.0,1,1,1,35.0,0.0,0.0,0.0,0.0,0,0,170128.0,172258.0,138807.0,132806.0,135603.0,137803.0,7187.0,5000.0,4749.0,5141.0,4916.0,4000.0,0,"[{'tables': {'score': 0.8800963163375854, 'value': '0'}}
 {'tables': {'score': 0.11990367621183395, 'value': '1'}}]"
29556.0,100000.0,1,1,1,33.0,0.0,0.0,0.0,0.0,0,0,49415.0,50851.0,49528.0,50604.0,40966.0,40308.0,2284.0,1961.0,2037.0,1434.0,1469.0,1483.0,0,"[{'tables': {'score': 0.883106529712677, 'value': '0'}}
 {'tables': {'score': 0.116893470287323, 'value': '1'}}]"
16965.0,200000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,66012.0,68099.0,70387.0,71929.0,58133.0,40500.0,2500.0,2700.0,2242.0,2093.0,1300.0,0.0,0,"[{'tables': {'score': 0.9198434948921204, 'value': '0'}}
 {'tables': {'score': 0.08015646040439606, 'value': '1'}}]"
966.0,500000.0,1,1,1,36.0,0.0,0.0,0.0,0.0,0,0,294827.0,292920.0,291760.0,288024.0,274632.0,266669.0,20007.0,20026.0,20020.0,10017.0,15024.0,10002.0,0,"[{'tables': {'score': 0.90753173828125, 'value': '0'}}
 {'tables': {'score': 0.09246823191642761, 'value': '1'}}]"
6777.0,80000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,78861.0,77719.0,45961.0,29537.0,29758.0,30153.0,2435.0,1463.0,1039.0,1068.0,1267.0,1000.0,0,"[{'tables': {'score': 0.8475340008735657, 'value': '0'}}
 {'tables': {'score': 0.15246592462062836, 'value': '1'}}]"
16919.0,320000.0,1,1,1,51.0,0.0,0.0,0.0,0.0,0,0,483184.0,290784.0,277482.0,282869.0,253903.0,249866.0,20373.0,13000.0,11160.0,8418.0,8325.0,8602.0,0,"[{'tables': {'score': 0.8315063118934631, 'value': '0'}}
 {'tables': {'score': 0.16849371790885925, 'value': '1'}}]"
9894.0,90000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,23551.0,23607.0,22132.0,63204.0,19412.0,18099.0,2400.0,1582.0,770.0,1696.0,820.0,520.0,0,"[{'tables': {'score': 0.8722050189971924, 'value': '0'}}
 {'tables': {'score': 0.12779493629932404, 'value': '1'}}]"
15016.0,50000.0,1,1,1,47.0,0.0,0.0,0.0,0.0,0,0,47695.0,49550.0,51636.0,53561.0,53283.0,53057.0,2657.0,2743.0,2668.0,1712.0,1762.0,1894.0,0,"[{'tables': {'score': 0.8344538807868958, 'value': '0'}}
 {'tables': {'score': 0.16554608941078186, 'value': '1'}}]"
18121.0,380000.0,1,1,1,37.0,0.0,0.0,0.0,0.0,0,0,83852.0,88996.0,77202.0,70542.0,65765.0,58355.0,13014.0,5068.0,2100.0,1947.0,2000.0,1600.0,0,"[{'tables': {'score': 0.9692661762237549, 'value': '0'}}
 {'tables': {'score': 0.03073384426534176, 'value': '1'}}]"
9591.0,20000.0,1,1,1,40.0,0.0,0.0,0.0,0.0,0,0,30832.0,17896.0,17258.0,18981.0,19496.0,18594.0,3500.0,1500.0,2000.0,800.0,800.0,700.0,0,"[{'tables': {'score': 0.7885323762893677, 'value': '0'}}
 {'tables': {'score': 0.21146762371063232, 'value': '1'}}]"
3007.0,160000.0,1,1,1,44.0,0.0,0.0,0.0,0.0,0,0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0,"[{'tables': {'score': 0.868720293045044, 'value': '0'}}
 {'tables': {'score': 0.13127967715263367, 'value': '1'}}]"
6564.0,70000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,67474.0,68750.0,59186.0,48178.0,46197.0,48444.0,3100.0,7172.0,10000.0,1662.0,3000.0,1350.0,0,"[{'tables': {'score': 0.8722367882728577, 'value': '0'}}
 {'tables': {'score': 0.12776319682598114, 'value': '1'}}]"
29950.0,280000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,55050.0,51417.0,47069.0,40939.0,44290.0,70573.0,1652.0,2144.0,1666.0,5015.0,32013.0,12.0,0,"[{'tables': {'score': 0.9467734098434448, 'value': '0'}}
 {'tables': {'score': 0.053226545453071594, 'value': '1'}}]"
9183.0,50000.0,1,1,2,24.0,0.0,0.0,0.0,0.0,0,0,42058.0,35340.0,22110.0,19837.0,19855.0,20151.0,1367.0,1606.0,692.0,709.0,721.0,692.0,0,"[{'tables': {'score': 0.856909453868866, 'value': '0'}}
 {'tables': {'score': 0.14309047162532806, 'value': '1'}}]"
